index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
1,task-1,vm4,0.0,0.0863,0.0863,0.0
1,task-1,vm2,0.0,0.2248,0.2248,0.0
2,task-2,vm2,0.2248,1.178,1.4028,0.2248
2,task-2,vm4,0.0863,0.2569,0.3432,0.0863
3,task-3,vm4,0.3432,0.5487,0.8918999999999999,0.3432
3,task-3,vm4,0.8918999999999999,0.5577,1.4495999999999998,0.8918999999999999
4,task-4,vm1,0.0,7.3838,7.3838,0.0
4,task-4,vm4,1.4495999999999998,0.9708,2.4204,1.4495999999999998
5,task-5,vm4,2.4204,1.4962,3.9166,2.4204
5,task-5,vm4,3.9166,1.495,5.4116,3.9166
6,task-6,vm2,1.4028,7.858,9.2608,1.4028
6,task-6,vm1,7.3838,16.3183,23.7021,7.3838
7,task-7,vm3,0.0,5.3945,5.3945,0.0
7,task-7,vm4,5.4116,2.9278,8.3394,5.4116
8,task-8,vm2,9.2608,14.1081,23.3689,9.2608
8,task-8,vm3,5.3945,6.9387,12.3332,5.3945
9,task-9,vm4,8.3394,4.8058,13.145199999999999,8.3394
9,task-9,vm4,13.145199999999999,4.8737,18.0189,13.145199999999999
10,task-10,vm3,12.3332,10.8382,23.1714,12.3332
10,task-10,vm4,18.0189,5.8882,23.9071,18.0189
