index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
1,task-1,vm4,0.0,0.1074,0.1074,0.0
1,task-1,vm3,0.0,0.1218,0.1218,0.0
1,task-1,vm4,0.1074,0.0777,0.1851,0.1074
1,task-1,vm4,0.1851,0.0849,0.27,0.1851
1,task-1,vm2,0.0,0.236,0.236,0.0
2,task-2,vm2,0.236,0.8886,1.1246,0.236
2,task-2,vm3,0.1218,0.4465,0.5683,0.1218
2,task-2,vm2,1.1246,0.9,2.0246,1.1246
2,task-2,vm2,2.0246,0.8872,2.9118,2.0246
2,task-2,vm4,0.27,0.2731,0.5431,0.27
3,task-3,vm4,0.5431,0.5713,1.1144,0.5431
3,task-3,vm3,0.5683,0.9819,1.5502,0.5683
3,task-3,vm1,0.0,3.9279,3.9279,0.0
3,task-3,vm4,1.1144,0.5667,1.6811,1.1144
3,task-3,vm1,3.9279,3.9818,7.9097,3.9279
3,task-3,vm1,7.9097,3.9441,11.8538,7.9097
4,task-4,vm1,11.8538,7.0272,18.881,11.8538
4,task-4,vm3,1.5502,1.7663,3.3165,1.5502
4,task-4,vm2,2.9118,3.5711,6.4829,2.9118
4,task-4,vm3,3.3165,1.7802,5.0967,3.3165
4,task-4,vm3,5.0967,1.7689,6.865600000000001,5.0967
4,task-4,vm4,1.6811,0.9632,2.6443,1.6811
5,task-5,vm2,6.4829,5.5464,12.0293,6.4829
5,task-5,vm2,12.0293,5.5066,17.535899999999998,12.0293
5,task-5,vm3,6.865600000000001,2.7205,9.5861,6.865600000000001
5,task-5,vm4,2.6443,1.5999,4.2442,2.6443
5,task-5,vm1,18.881,10.9221,29.8031,18.881
6,task-6,vm3,9.5861,4.2476,13.8337,9.5861
6,task-6,vm3,13.8337,3.9311,17.7648,13.8337
6,task-6,vm3,17.7648,3.8933,21.6581,17.7648
6,task-6,vm1,29.8031,15.7285,45.5316,29.8031
6,task-6,vm3,21.6581,3.9156,25.573700000000002,21.6581
6,task-6,vm4,4.2442,2.1697,6.4139,4.2442
7,task-7,vm3,25.573700000000002,5.4314,31.005100000000002,25.573700000000002
7,task-7,vm3,31.005100000000002,5.3186,36.3237,31.005100000000002
7,task-7,vm1,45.5316,21.5205,67.0521,45.5316
7,task-7,vm4,6.4139,2.9343,9.3482,6.4139
7,task-7,vm2,17.535899999999998,10.6641,28.199999999999996,17.535899999999998
8,task-8,vm2,28.199999999999996,14.1381,42.3381,28.199999999999996
8,task-8,vm2,42.3381,14.0455,56.3836,42.3381
8,task-8,vm4,9.3482,3.8081,13.1563,9.3482
8,task-8,vm3,36.3237,6.9317,43.2554,36.3237
9,task-9,vm4,13.1563,4.9485,18.1048,13.1563
9,task-9,vm4,18.1048,4.8279,22.9327,18.1048
9,task-9,vm2,56.3836,17.7422,74.1258,56.3836
9,task-9,vm4,22.9327,5.0516,27.9843,22.9327
9,task-9,vm3,43.2554,8.7511,52.0065,43.2554
10,task-10,vm3,52.0065,10.9643,62.970800000000004,52.0065
10,task-10,vm4,27.9843,5.9265,33.9108,27.9843
10,task-10,vm3,62.970800000000004,11.0965,74.0673,62.970800000000004
